date,stockChange,dollarChange,us10Change,gdpChange
1992-07-21,0.0024193353474374624,-0.15572592237662872,-0.0026,0.017385143999999998
1992-07-22,-0.6839754765087128,0.0,-0.0052,0.017385143999999998
1992-07-23,0.2798515609932596,-0.15596880623874682,-0.0197,0.017385143999999998
1992-07-24,-0.11647762937830056,0.9973564047104042,0.0034,0.017385143999999998
1992-07-28,1.453073788507404,-0.5059021922428351,-0.0202,0.017385143999999998
1992-07-30,0.4002562480097929,-0.1204529029149534,0.0102,0.017385143999999998
1992-07-31,0.0684039420427219,-0.3979739507959459,0.0057,0.017385143999999998
1992-08-03,0.2074456091723645,0.036324010170724216,0.0025,0.017385143999999998
1992-08-04,-0.17173092918423968,0.12103606874848015,-0.0118,0.017385143999999998
1992-08-05,-0.5113542927474659,0.4352030947775621,-0.0054,0.017385143999999998
1992-08-06,-0.3789777096616208,-0.43331728454501617,0.0064,0.017385143999999998
1992-08-10,0.12891711076063425,-0.048661800486625606,-0.0209,0.017385143999999998
1992-08-11,-0.12398526152351025,0.1217137293086764,-0.0058,0.017385143999999998
1992-08-13,-0.01196514915019703,-0.43859649122806943,0.0138,0.017385143999999998
1992-08-14,0.5218665029073107,0.5261869799314817,-0.006,0.017385143999999998
1992-08-17,0.19765806770348326,-0.15824710894705982,0.0029,0.017385143999999998
1992-08-18,0.14260731431779294,-0.30480370641307,-0.0089,0.017385143999999998
1992-08-19,-0.7476133360005046,-0.2323590558884649,-0.002,0.017385143999999998
1992-08-20,0.016740715862458573,-0.3677371904878613,-0.0011,0.017385143999999998
1992-08-21,-0.8152832971050745,-1.033464566929138,0.0101,0.017385143999999998
1992-08-24,-0.9955417476841112,-1.4545002486325234,0.0245,0.017385143999999998
1992-08-25,0.21668874119427825,-0.03784533871578294,0.0072,0.017385143999999998
1992-08-26,0.4616080924275993,0.3407370015143996,-0.0111,0.017385143999999998
1992-08-27,0.004833982132623485,0.07546220601180739,-0.0056,0.017385143999999998
1992-08-28,0.316784030945226,-0.11310795525950634,0.0017,0.017385143999999998
1992-08-31,-0.19525528102645945,-0.4529441368897829,-0.0033,0.017385143999999998
1992-09-01,0.4927198524085553,-0.7457027300303379,-0.0076,0.017385143999999998
1992-09-03,0.0,1.1697393515575174,-0.004,0.017385143999999998
1992-09-04,-0.21532704347432866,-0.6535126303883323,-0.0202,0.017385143999999998
1992-09-08,-0.6329685149817615,-0.518659076533835,-0.0115,0.017385143999999998
1992-09-09,0.4632716414280884,1.2334689725330603,0.0048,0.017385143999999998
1992-09-10,0.8622411205053773,0.41452078884562027,-0.0021,0.017385143999999998
1992-09-11,-0.08811167744412357,1.5261446084563408,0.0065,0.017385143999999998
1992-09-14,1.3561185414689323,2.2055199605717184,-0.005,0.017385143999999998
1992-09-15,-1.2932960571548822,0.5304400241109074,0.0098,0.017385143999999998
1992-09-16,0.03573957260675688,1.3310948554982605,-0.0038,0.017385143999999998
1992-09-18,0.7144047936580706,1.1782547830144718,0.0095,0.017385143999999998
1992-09-21,-0.18678694182843286,-0.5303816441831062,0.0,0.017385143999999998
1992-09-22,-1.1844411385639564,0.2086472701982228,0.013000000000000001,0.017385143999999998
1992-09-23,0.07191518176456588,-0.2891844997108155,0.0026,0.017385143999999998
1992-09-24,0.2467418060236535,-0.5104408352668187,-0.006,0.017385143999999998
1992-09-25,-0.9845377183919001,-0.17490671641791708,-0.0094,0.017385143999999998
1992-09-28,0.5478433611993261,-1.5652377058754858,-0.0067,0.017385143999999998
1992-09-29,0.043203159272268636,-2.088524979233406,0.0,0.017385143999999998
1992-09-30,0.23992323147571684,0.7150648406253657,-0.0017,0.017385143999999998
1992-10-01,-0.3614119299591715,0.8784596871239518,-0.0178,0.007282957
1992-10-02,-1.398065741231861,-0.1312179410712149,0.0,0.007282957
1992-10-05,-0.7065057112419751,1.015289058767313,-0.0029,0.007282957
1992-10-06,-0.09569251743295012,0.17736786094360374,0.0108,0.007282957
1992-10-07,-0.7195817698243402,1.0623229461756445,0.0243,0.007282957
1992-10-08,0.8658008658008658,1.5066573230553515,-0.0071,0.007282957
1992-10-09,-1.2483129368485557,-0.2186169600736368,0.0188,0.007282957
1992-10-12,1.187105238294285,-0.9571033210332084,-0.0034,0.007282957
