,Date,Close_US,Close_SP
145,1986/6/20,115.61,247.580002
146,1986/6/23,114.03,245.25999500000003
147,1986/6/24,113.85,247.02999900000003
148,1986/6/25,113.6,248.92999300000002
149,1986/6/26,113.45,248.74000499999997
150,1986/6/27,112.58,249.600006
151,1986/6/30,112.05,250.83999599999999
152,1986/7/1,111.85,252.039993
153,1986/7/2,111.65,252.69999700000002
154,1986/7/7,112.35,244.05000299999998
155,1986/7/8,111.8,241.58999599999999
156,1986/7/9,111.38,242.82000699999998
157,1986/7/10,111.77,243.00999500000003
158,1986/7/11,112.75,242.22000099999997
159,1986/7/14,111.86,238.11000099999998
160,1986/7/15,110.92,233.66000400000001
161,1986/7/16,110.53,235.00999500000003
162,1986/7/17,110.72,236.07000699999998
163,1986/7/18,109.88,236.36000099999998
164,1986/7/21,109.69,236.24000499999997
165,1986/7/22,110.1,238.17999300000002
166,1986/7/23,110.15,238.669998
167,1986/7/24,110.64,237.94999700000002
168,1986/7/25,111.43,240.22000099999997
169,1986/7/28,109.56,236.00999500000003
170,1986/7/29,109.75,234.55000299999998
171,1986/7/30,109.61,236.58999599999999
172,1986/7/31,108.58,236.11999500000002
173,1986/8/1,108.71,234.91000400000001
174,1986/8/4,108.77,235.99000499999997
175,1986/8/5,109.04,237.02999900000003
176,1986/8/6,108.47,236.83999599999999
177,1986/8/7,108.11,237.039993
178,1986/8/8,108.28,236.88000499999998
179,1986/8/11,107.67,240.67999300000002
180,1986/8/12,108.41,243.33999599999999
181,1986/8/13,108.23,245.669998
182,1986/8/14,107.66,246.25
183,1986/8/15,107.71,247.149994
184,1986/8/18,108.19,247.38000499999998
185,1986/8/19,107.44,246.50999500000003
186,1986/8/20,107.12,249.770004
187,1986/8/21,106.91,249.669998
188,1986/8/22,107.13,250.190002
189,1986/8/25,107.25,247.809998
190,1986/8/26,108.04,252.83999599999999
191,1986/8/27,107.45,253.30000299999998
192,1986/8/28,107.98,252.83999599999999
193,1986/8/29,106.72,252.92999300000002
194,1986/9/2,106.41,248.520004
195,1986/9/3,106.39,250.080002
196,1986/9/4,106.54,253.830002
197,1986/9/5,107.37,250.47000099999997
198,1986/9/8,108.15,248.13999900000002
199,1986/9/9,108.04,247.669998
200,1986/9/10,107.9,247.059998
201,1986/9/11,109.05,235.17999300000002
202,1986/9/12,107.75,230.669998
203,1986/9/15,107.08,231.940002
204,1986/9/16,107.49,231.72000099999997
205,1986/9/17,107.41,231.67999300000002
206,1986/9/18,105.68,232.309998
207,1986/9/19,105.63,232.210007
208,1986/9/22,107.55,234.92999300000002
209,1986/9/23,108.6,235.669998
210,1986/9/24,108.4,236.27999900000003
211,1986/9/25,108.55,231.830002
212,1986/9/26,108.43,232.229996
213,1986/9/29,107.5,229.91000400000001
214,1986/9/30,107.54,231.32000699999998
215,1986/10/1,107.4,233.600006
216,1986/10/2,106.97,233.919998
217,1986/10/3,107.12,233.710007
218,1986/10/6,106.42,234.77999900000003
219,1986/10/7,106.85,234.41000400000001
220,1986/10/8,106.73,236.67999300000002
221,1986/10/9,106.88,235.850006
222,1986/10/10,106.3,235.479996
223,1986/10/13,105.95,235.91000400000001
224,1986/10/14,105.4,235.36999500000002
225,1986/10/15,105.6,238.80000299999998
226,1986/10/16,105.6,239.52999900000003
227,1986/10/17,105.62,238.83999599999999
228,1986/10/20,106.49,235.97000099999997
229,1986/10/21,106.42,235.88000499999998
230,1986/10/22,106.43,236.25999500000003
231,1986/10/23,107.52,239.27999900000003
232,1986/10/24,109.05,238.25999500000003
233,1986/10/27,109.0,238.770004
234,1986/10/28,108.46,239.25999500000003
235,1986/10/29,108.25,240.940002
236,1986/10/30,109.15,243.710007
237,1986/10/31,109.69,243.979996
238,1986/11/3,109.71,245.80000299999998
239,1986/11/4,109.54,246.19999700000002
240,1986/11/5,109.64,246.580002
241,1986/11/6,109.42,245.86999500000002
242,1986/11/7,109.3,245.770004
243,1986/11/10,108.53,246.13000499999998
244,1986/11/11,108.25,247.080002
245,1986/11/12,107.65,246.63999900000002
246,1986/11/13,107.57,243.020004
247,1986/11/14,107.29,244.5
248,1986/11/17,107.8,243.210007
249,1986/11/18,107.75,236.77999900000003
250,1986/11/19,107.49,237.66000400000001
251,1986/11/20,107.82,242.05000299999998
252,1986/11/21,108.34,245.86000099999998
253,1986/11/24,108.18,247.44999700000002
254,1986/11/25,106.76,248.169998
255,1986/11/26,106.82,248.770004
256,1986/11/28,106.15,249.22000099999997
257,1986/12/1,105.89,249.05000299999998
258,1986/12/2,106.16,254.0
259,1986/12/3,106.06,253.850006
260,1986/12/4,107.11,253.039993
261,1986/12/5,107.25,251.169998
262,1986/12/8,107.41,251.16000400000001
263,1986/12/9,107.82,249.27999900000003
264,1986/12/10,107.32,250.960007
265,1986/12/11,107.57,248.169998
266,1986/12/12,107.42,247.350006
267,1986/12/15,107.62,248.210007
268,1986/12/16,107.72,250.039993
269,1986/12/17,108.49,247.559998
270,1986/12/18,108.16,246.77999900000003
271,1986/12/19,107.8,249.729996
272,1986/12/22,106.93,248.75
273,1986/12/23,106.35,246.33999599999999
274,1986/12/24,106.26,246.75
275,1986/12/29,105.3,244.669998
276,1986/12/30,105.5,243.36999500000002
277,1986/12/31,104.24,242.169998
278,1987/1/5,104.84,252.190002
279,1987/1/6,104.29,252.77999900000003
280,1987/1/7,104.78,255.330002
281,1987/1/8,104.22,257.27999900000003
282,1987/1/9,104.43,258.730011
283,1987/1/12,103.35,260.299988
284,1987/1/13,102.4,259.950012
285,1987/1/14,100.73,262.640015
286,1987/1/15,100.96,265.48999
287,1987/1/16,100.99,266.27999900000003
288,1987/1/19,99.65,269.339996
289,1987/1/20,100.81,269.040009
290,1987/1/21,100.93,267.839996
291,1987/1/22,99.84,273.910004
292,1987/1/23,100.01,270.100006
293,1987/1/26,100.01,269.609985
294,1987/1/27,98.81,273.75
295,1987/1/28,98.33,275.399994
296,1987/1/29,98.58,274.23999
297,1987/1/30,100.49,274.079987
298,1987/2/2,99.52,276.450012
299,1987/2/3,99.04,275.98999
300,1987/2/4,99.38,279.640015
301,1987/2/5,100.32,281.160004
302,1987/2/6,101.31,280.040009
303,1987/2/9,99.02,278.160004
304,1987/2/10,99.58,275.070007
305,1987/2/11,99.66,277.540009
306,1987/2/12,100.06,275.619995
307,1987/2/13,99.75,279.700012
308,1987/2/17,99.48,285.48999
309,1987/2/18,99.89,285.420013
310,1987/2/19,99.89,285.570007
311,1987/2/20,99.76,285.480011
312,1987/2/23,99.97,282.380005
313,1987/2/24,99.85,282.880005
314,1987/2/25,99.56,284.0
315,1987/2/26,99.4,282.959991
316,1987/2/27,99.48,284.200012
317,1987/3/2,99.68,283.0
318,1987/3/3,99.45,284.119995
319,1987/3/4,99.71,288.619995
320,1987/3/5,99.23,290.519989
321,1987/3/6,99.66,290.660004
322,1987/3/9,100.2,288.299988
323,1987/3/10,99.98,290.859985
324,1987/3/11,100.01,290.309998
325,1987/3/12,100.14,291.22000099999997
326,1987/3/13,99.73,289.890015
327,1987/3/16,98.92,288.230011
328,1987/3/17,98.76,292.47000099999997
329,1987/3/18,99.5,292.77999900000003
330,1987/3/19,99.34,294.079987
331,1987/3/20,99.15,298.170013
332,1987/3/23,98.52,301.160004
333,1987/3/24,98.53,301.640015
334,1987/3/25,98.72,300.380005
335,1987/3/26,98.79,300.929993
336,1987/3/27,98.15,296.130005
337,1987/3/30,97.42,289.200012
338,1987/3/31,97.61,291.700012
339,1987/4/1,98.62,292.380005
340,1987/4/2,97.98,293.630005
341,1987/4/3,98.13,300.410004
342,1987/4/6,98.17,301.950012
343,1987/4/7,98.28,296.690002
344,1987/4/8,98.78,297.26001
345,1987/4/9,97.94,292.859985
346,1987/4/10,97.33,292.48999
347,1987/4/13,97.14,285.619995
348,1987/4/14,96.52,279.160004
349,1987/4/15,97.12,284.440002
350,1987/4/16,97.31,286.910004
351,1987/4/20,97.11,286.089996
352,1987/4/21,97.33,293.070007
353,1987/4/22,97.76,287.190002
354,1987/4/23,96.92,286.820007
355,1987/4/24,96.1,281.519989
356,1987/4/27,96.23,281.829987
357,1987/4/28,96.24,282.51001
358,1987/4/29,96.31,284.570007
359,1987/4/30,96.19,288.359985
360,1987/5/1,95.62,288.02999900000003
361,1987/5/4,95.08,289.359985
362,1987/5/5,95.42,295.339996
363,1987/5/6,95.14,295.47000099999997
364,1987/5/7,95.75,294.709991
365,1987/5/8,96.1,293.369995
366,1987/5/11,96.49,291.570007
367,1987/5/12,96.33,293.299988
368,1987/5/13,96.3,293.980011
369,1987/5/14,95.9,294.23999
370,1987/5/15,95.62,287.429993
371,1987/5/18,95.8,286.649994
372,1987/5/19,95.48,279.619995
373,1987/5/20,95.56,278.209991
374,1987/5/21,95.76,280.170013
375,1987/5/22,96.03,282.160004
376,1987/5/26,97.58,289.109985
377,1987/5/27,97.98,288.730011
378,1987/5/28,97.59,290.76001
379,1987/5/29,97.89,290.100006
380,1987/6/1,98.19,289.829987
381,1987/6/2,96.76,288.459991
382,1987/6/3,97.22,293.47000099999997
383,1987/6/4,97.79,295.089996
384,1987/6/5,97.71,293.450012
385,1987/6/8,97.16,296.72000099999997
386,1987/6/9,96.29,297.27999900000003
387,1987/6/10,96.58,297.47000099999997
388,1987/6/11,96.46,298.730011
389,1987/6/12,97.27,301.619995
390,1987/6/15,97.88,303.140015
391,1987/6/16,97.93,304.76001
392,1987/6/17,98.13,304.809998
393,1987/6/18,98.46,305.690002
394,1987/6/19,98.61,306.97000099999997
395,1987/6/22,99.42,309.649994
396,1987/6/23,99.11,308.429993
397,1987/6/24,98.18,306.859985
398,1987/6/25,98.69,308.959991
399,1987/6/26,98.63,307.160004
400,1987/6/29,98.88,307.899994
401,1987/6/30,98.6,304.0
402,1987/7/1,98.69,302.940002
403,1987/7/2,98.91,305.630005
404,1987/7/6,99.29,304.920013
405,1987/7/7,99.47,307.399994
406,1987/7/8,99.49,308.290009
407,1987/7/9,99.37,307.519989
408,1987/7/10,99.65,308.369995
409,1987/7/13,99.58,307.630005
410,1987/7/14,99.91,310.679993
411,1987/7/15,98.53,310.420013
412,1987/7/16,99.03,312.700012
413,1987/7/17,100.3,314.589996
414,1987/7/20,100.42,311.390015
415,1987/7/21,100.15,308.549988
416,1987/7/22,100.15,308.47000099999997
417,1987/7/23,100.02,307.809998
418,1987/7/24,99.78,309.269989
419,1987/7/27,99.82,310.649994
420,1987/7/28,99.84,312.329987
421,1987/7/29,100.01,315.649994
422,1987/7/30,99.77,318.049988
423,1987/7/31,100.04,318.660004
424,1987/8/3,100.47,317.570007
425,1987/8/4,101.26,316.230011
426,1987/8/5,100.88,318.450012
427,1987/8/6,101.08,322.089996
428,1987/8/7,101.52,323.0
429,1987/8/10,101.45,328.0
430,1987/8/11,101.55,333.329987
431,1987/8/12,101.38,332.390015
432,1987/8/13,101.25,334.649994
433,1987/8/14,100.72,333.98999
434,1987/8/17,100.49,334.109985
435,1987/8/18,98.98,329.25
436,1987/8/19,98.41,329.829987
437,1987/8/20,98.5,334.839996
438,1987/8/21,97.44,335.899994
439,1987/8/24,97.58,333.329987
440,1987/8/25,98.04,336.769989
441,1987/8/26,97.97,334.570007
442,1987/8/27,97.15,331.380005
443,1987/8/28,97.21,327.040009
444,1987/8/31,97.43,329.799988
445,1987/9/1,97.08,323.399994
446,1987/9/2,96.41,321.679993
447,1987/9/3,96.27,320.209991
448,1987/9/4,96.5,316.700012
449,1987/9/8,96.2,313.559998
450,1987/9/9,96.75,313.920013
451,1987/9/10,96.89,317.130005
452,1987/9/11,97.06,321.980011
453,1987/9/14,97.53,323.079987
454,1987/9/15,97.55,317.73999
455,1987/9/16,97.7,314.859985
456,1987/9/17,97.6,314.929993
457,1987/9/18,97.09,314.859985
458,1987/9/21,97.4,310.540009
459,1987/9/22,97.91,319.5
460,1987/9/23,97.98,321.190002
461,1987/9/24,97.79,319.72000099999997
462,1987/9/25,97.85,320.160004
463,1987/9/28,98.03,323.200012
464,1987/9/29,98.75,321.690002
465,1987/9/30,98.96,321.829987
466,1987/10/1,98.78,327.329987
467,1987/10/2,99.03,328.070007
468,1987/10/5,98.71,328.079987
469,1987/10/6,98.41,319.22000099999997
470,1987/10/7,97.86,318.540009
471,1987/10/8,97.37,314.160004
472,1987/10/9,97.06,311.070007
473,1987/10/12,97.24,309.390015
474,1987/10/13,97.59,314.519989
475,1987/10/14,96.84,305.230011
476,1987/10/15,96.8,298.079987
477,1987/10/16,96.53,282.700012
478,1987/10/19,95.53,224.83999599999999
479,1987/10/20,97.42,236.830002
480,1987/10/21,97.55,258.380005
481,1987/10/22,97.48,248.25
482,1987/10/23,95.84,248.22000099999997
483,1987/10/26,95.55,227.669998
484,1987/10/27,94.93,233.190002
485,1987/10/28,93.7,233.27999900000003
486,1987/10/29,93.98,244.770004
487,1987/10/30,93.78,251.789993
488,1987/11/2,92.92,255.75
489,1987/11/3,93.11,250.82000699999998
490,1987/11/4,92.72,248.960007
491,1987/11/5,91.24,254.479996
492,1987/11/6,91.14,250.41000400000001
493,1987/11/9,90.51,243.169998
494,1987/11/10,90.75,239.0
495,1987/11/11,91.17,241.899994
496,1987/11/12,91.75,248.520004
497,1987/11/13,91.73,245.63999900000002
498,1987/11/16,92.7,246.75999500000003
499,1987/11/17,91.79,243.039993
500,1987/11/18,91.55,245.55000299999998
501,1987/11/19,91.36,240.05000299999998
502,1987/11/20,91.29,242.0
503,1987/11/23,91.02,242.99000499999997
504,1987/11/24,91.07,246.38999900000002
505,1987/11/25,90.89,244.100006
506,1987/11/27,90.05,240.33999599999999
507,1987/11/30,89.19,230.30000299999998
508,1987/12/1,90.15,232.0
509,1987/12/2,90.06,233.44999700000002
510,1987/12/3,90.35,225.210007
511,1987/12/4,90.47,223.919998
512,1987/12/7,90.84,228.75999500000003
513,1987/12/8,90.39,234.91000400000001
514,1987/12/9,90.16,238.88999900000002
515,1987/12/10,88.79,233.57000699999998
516,1987/12/11,88.49,235.32000699999998
517,1987/12/14,88.41,242.190002
518,1987/12/15,88.57,242.809998
519,1987/12/16,88.52,248.080002
520,1987/12/17,88.0,242.979996
521,1987/12/18,88.81,249.16000400000001
522,1987/12/21,88.46,249.539993
523,1987/12/22,88.44,249.94999700000002
524,1987/12/23,88.82,253.16000400000001
525,1987/12/24,88.36,252.02999900000003
526,1987/12/28,87.05,245.57000699999998
527,1987/12/29,86.97,244.58999599999999
528,1987/12/30,86.89,247.86000099999998
529,1987/12/31,85.66,247.080002
530,1988/1/4,86.3,255.940002
531,1988/1/5,88.65,258.630005
532,1988/1/6,89.34,258.890015
533,1988/1/7,89.36,261.070007
534,1988/1/8,89.25,243.399994
535,1988/1/11,89.04,247.49000499999997
536,1988/1/12,88.61,245.419998
537,1988/1/13,88.69,245.809998
538,1988/1/14,88.42,245.88000499999998
539,1988/1/15,91.44,252.05000299999998
540,1988/1/18,90.7,251.88000499999998
541,1988/1/19,90.4,249.32000699999998
542,1988/1/20,89.33,242.63000499999998
543,1988/1/21,89.69,243.13999900000002
544,1988/1/22,89.84,246.5
545,1988/1/25,90.49,252.169998
546,1988/1/26,90.23,249.57000699999998
547,1988/1/27,89.86,249.38000499999998
548,1988/1/28,89.79,253.289993
549,1988/1/29,90.48,257.070007
550,1988/2/1,90.96,255.039993
551,1988/2/2,90.46,255.57000699999998
552,1988/2/3,90.93,252.210007
553,1988/2/4,90.68,252.210007
554,1988/2/5,91.3,250.960007
555,1988/2/8,91.32,249.100006
556,1988/2/9,91.22,251.72000099999997
557,1988/2/10,90.88,256.660004
558,1988/2/11,91.08,255.94999700000002
559,1988/2/12,92.03,257.630005
560,1988/2/16,91.73,259.829987
561,1988/2/17,91.5,259.209991
562,1988/2/18,91.84,257.910004
563,1988/2/19,91.61,261.609985
564,1988/2/22,91.06,265.640015
565,1988/2/23,90.85,265.019989
566,1988/2/24,90.87,264.429993
567,1988/2/25,90.82,261.579987
568,1988/2/26,90.57,262.459991
569,1988/2/29,90.54,267.820007
570,1988/3/1,90.45,267.22000099999997
571,1988/3/2,90.88,267.980011
572,1988/3/3,90.84,267.880005
573,1988/3/4,90.61,267.299988
574,1988/3/7,89.76,267.380005
575,1988/3/8,89.32,269.429993
576,1988/3/9,89.33,269.059998
577,1988/3/10,89.43,263.839996
578,1988/3/11,88.94,264.940002
579,1988/3/14,89.26,266.369995
580,1988/3/15,89.26,266.130005
581,1988/3/16,89.81,268.649994
582,1988/3/17,90.68,271.22000099999997
583,1988/3/18,90.81,271.119995
584,1988/3/21,90.35,268.73999
585,1988/3/22,90.44,268.839996
586,1988/3/23,90.27,268.910004
587,1988/3/24,89.56,263.350006
588,1988/3/25,89.53,258.51001
589,1988/3/28,88.44,258.059998
590,1988/3/29,88.9,260.070007
591,1988/3/30,88.59,258.070007
592,1988/3/31,88.47,258.890015
593,1988/4/4,88.31,256.089996
594,1988/4/5,88.95,258.51001
595,1988/4/6,89.55,265.48999
596,1988/4/7,89.41,266.160004
597,1988/4/8,89.25,269.429993
598,1988/4/11,89.73,270.160004
599,1988/4/12,89.98,271.369995
600,1988/4/13,90.2,271.579987
601,1988/4/14,88.39,259.75
602,1988/4/15,88.33,259.769989
603,1988/4/18,88.33,259.209991
604,1988/4/19,88.57,257.920013
605,1988/4/20,88.48,256.130005
606,1988/4/21,88.6,256.420013
607,1988/4/22,88.92,260.140015
608,1988/4/25,88.96,262.51001
609,1988/4/26,89.01,263.929993
610,1988/4/27,89.0,263.799988
611,1988/4/28,88.78,262.609985
612,1988/4/29,89.21,261.329987
613,1988/5/2,89.15,261.559998
614,1988/5/3,89.27,263.0
615,1988/5/4,89.2,260.320007
616,1988/5/5,89.51,258.790009
617,1988/5/6,89.29,257.480011
618,1988/5/9,89.2,256.540009
619,1988/5/10,89.02,257.619995
620,1988/5/11,89.16,253.309998
621,1988/5/12,89.16,253.850006
622,1988/5/13,89.2,256.77999900000003
623,1988/5/16,89.42,258.709991
624,1988/5/17,90.27,255.38999900000002
625,1988/5/18,89.96,251.350006
626,1988/5/19,89.93,252.57000699999998
627,1988/5/20,89.94,253.020004
628,1988/5/23,89.87,250.830002
629,1988/5/24,89.78,253.50999500000003
630,1988/5/25,90.04,253.75999500000003
631,1988/5/26,90.1,254.63000499999998
632,1988/5/27,90.52,253.419998
633,1988/5/31,91.07,262.160004
634,1988/6/1,91.06,266.690002
635,1988/6/2,91.17,265.329987
636,1988/6/3,91.3,266.450012
637,1988/6/6,90.81,267.049988
638,1988/6/7,90.65,265.170013
639,1988/6/8,91.1,271.519989
640,1988/6/9,90.49,270.200012
641,1988/6/10,90.72,271.26001
642,1988/6/13,90.86,271.429993
643,1988/6/14,92.0,274.299988
644,1988/6/15,92.22,274.450012
645,1988/6/16,92.02,269.769989
646,1988/6/17,92.06,270.679993
647,1988/6/20,92.37,268.940002
648,1988/6/21,92.21,271.670013
649,1988/6/22,93.41,275.660004
650,1988/6/23,93.43,274.820007
651,1988/6/24,94.97,273.77999900000003
652,1988/6/27,95.39,269.059998
653,1988/6/28,95.22,272.309998
654,1988/6/29,95.46,270.980011
655,1988/6/30,95.37,273.5
656,1988/7/1,95.85,271.77999900000003
657,1988/7/5,95.8,275.809998
658,1988/7/6,95.61,272.019989
659,1988/7/7,95.53,271.77999900000003
660,1988/7/8,96.44,270.019989
661,1988/7/11,96.58,270.549988
662,1988/7/12,96.15,267.850006
663,1988/7/13,96.36,269.320007
664,1988/7/14,96.69,270.26001
665,1988/7/15,98.19,272.049988
666,1988/7/18,97.92,270.51001
667,1988/7/19,96.74,268.47000099999997
668,1988/7/20,96.67,270.0
669,1988/7/21,95.7,266.660004
670,1988/7/22,95.28,263.5
671,1988/7/25,96.47,264.679993
672,1988/7/26,96.75,265.190002
673,1988/7/27,96.03,262.5
674,1988/7/28,96.86,266.019989
675,1988/7/29,97.58,272.019989
676,1988/8/1,97.01,272.209991
677,1988/8/2,97.45,272.059998
678,1988/8/3,97.25,272.980011
679,1988/8/4,97.51,271.929993
680,1988/8/5,98.24,271.149994
681,1988/8/8,98.37,269.980011
682,1988/8/9,99.32,266.48999
683,1988/8/10,98.82,261.899994
684,1988/8/11,97.66,262.75
685,1988/8/12,97.89,262.549988
686,1988/8/15,97.8,258.690002
687,1988/8/16,98.23,260.559998
688,1988/8/17,99.01,260.769989
689,1988/8/18,98.68,261.02999900000003
690,1988/8/19,98.59,260.23999
691,1988/8/22,99.0,256.980011
692,1988/8/23,99.23,257.089996
693,1988/8/24,98.15,261.130005
694,1988/8/25,97.5,259.179993
695,1988/8/26,97.56,259.679993
696,1988/8/29,98.1,262.329987
697,1988/8/30,97.87,262.51001
698,1988/8/31,98.44,261.519989
699,1988/9/1,98.48,258.350006
700,1988/9/2,97.53,264.480011
701,1988/9/6,97.0,265.589996
702,1988/9/7,96.81,265.869995
703,1988/9/8,96.94,265.880005
704,1988/9/9,97.26,266.839996
705,1988/9/12,97.09,266.47000099999997
706,1988/9/13,97.06,267.429993
707,1988/9/14,98.32,269.309998
708,1988/9/15,98.17,268.130005
709,1988/9/16,98.05,270.649994
710,1988/9/19,97.84,268.820007
711,1988/9/20,97.77,269.730011
712,1988/9/21,98.1,270.160004
713,1988/9/22,98.37,269.179993
714,1988/9/23,98.24,269.76001
715,1988/9/26,98.54,268.880005
716,1988/9/27,98.37,268.26001
717,1988/9/28,98.08,269.079987
718,1988/9/29,98.4,272.589996
719,1988/9/30,97.78,271.910004
720,1988/10/3,97.41,271.380005
721,1988/10/4,97.49,270.619995
722,1988/10/5,97.54,271.859985
723,1988/10/6,97.59,272.390015
724,1988/10/7,97.35,278.070007
725,1988/10/10,96.8,278.23999
726,1988/10/11,96.64,277.929993
727,1988/10/12,95.58,273.980011
728,1988/10/13,94.78,275.22000099999997
729,1988/10/14,94.27,275.5
730,1988/10/17,94.52,276.410004
731,1988/10/18,94.55,279.380005
732,1988/10/19,94.75,276.97000099999997
733,1988/10/20,94.22,282.880005
734,1988/10/21,93.39,283.660004
735,1988/10/24,93.83,282.27999900000003
736,1988/10/25,93.98,282.380005
737,1988/10/26,93.16,281.380005
738,1988/10/27,93.34,277.27999900000003
739,1988/10/28,93.04,278.52999900000003
740,1988/10/31,93.89,278.97000099999997
741,1988/11/1,93.61,279.059998
742,1988/11/2,92.84,279.059998
