ID,Date,Close_US,Open_US,High_US,Low_US,Volumn_US,Change_US,Open_SP,High_SP,Low_SP,Close_SP,Adj_Close_SP,Volumn_SP,Change_SP
2054,1994/1/14,97.31,97.4,97.64,97.2,2.13K,-0.0005,472.5,475.32000700000003,472.5,474.910004,474.910004,"304,920,000",0.005164355397878578
2055,1994/1/17,97.46,97.4,97.46,97.33,0.45K,0.0015,474.910004,474.910004,472.839996,473.299988,473.299988,"233,980,000",-0.003390149684023144
2056,1994/1/18,96.87,97.2,97.24,96.81,3.01K,-0.0061,473.299988,475.19000199999994,473.290009,474.25,474.25,"308,840,000",0.0020072090092679556
2057,1994/1/19,96.98,96.92,97.03,96.75,1.12K,0.0011,474.25,474.700012,472.209991,474.299988,474.299988,"311,370,000",0.00010540432261462272
2058,1994/1/20,96.63,97.0,97.2,96.53,4.61K,-0.0036,474.299988,475.0,473.420013,474.98001100000005,474.98001100000005,"310,450,000",0.0014337402850620829
2059,1994/1/21,97.17,96.63,97.2,96.29,3.84K,0.0056,474.98001100000005,475.55999800000006,473.72000099999997,474.72000099999997,474.72000099999997,"346,350,000",-0.0005474125099552438
2060,1994/1/24,97.05,97.3,97.38,96.98,0.88K,-0.0012,474.72000099999997,475.200012,471.48999000000003,471.97000099999997,471.97000099999997,"296,900,000",-0.005792888427298432
2061,1994/1/25,96.98,97.1,97.17,96.88,2.60K,-0.0007,471.97000099999997,472.55999800000006,470.26998899999995,470.920013,470.920013,"326,120,000",-0.0022246922426749425
2062,1994/1/26,96.62,96.86,96.87,96.6,0.69K,-0.0037,470.920013,473.44000199999994,470.72000099999997,473.200012,473.200012,"304,660,000",0.004841584424232215
2063,1994/1/27,95.74,96.57,96.68,95.5,7.38K,-0.0091,473.200012,477.51998899999995,473.200012,477.049988,477.049988,"346,500,000",0.008136043749719874
2064,1994/1/28,96.55,95.92,96.6,95.53,3.45K,0.0085,477.049988,479.75,477.049988,478.700012,478.700012,"313,140,000",0.003458807339913465
2065,1994/1/31,95.97,96.62,96.65,95.8,3.06K,-0.006,478.700012,482.85000599999995,478.700012,481.60998499999994,481.60998499999994,"322,870,000",0.006078907305312377
2066,1994/2/1,95.85,95.9,96.07,95.42,2.49K,-0.0013,481.60000599999995,481.64001500000006,479.17999299999997,479.619995,479.619995,"322,510,000",-0.004131953368865309
2067,1994/2/2,95.85,95.75,96.1,95.77,0.95K,0.0,479.619995,482.23001100000005,479.57000700000003,482.0,482.0,"328,960,000",0.004962272267235195
2068,1994/2/3,96.2,95.99,96.45,95.65,1.98K,0.0037,481.959991,481.959991,478.709991,480.709991,480.709991,"318,350,000",-0.0026763672199170076
2069,1994/2/4,97.17,96.3,97.38,95.65,5.67K,0.0101,480.67999299999997,481.01998899999995,469.27999900000003,469.80999800000006,469.80999800000006,"378,380,000",-0.02267477939729349
2070,1994/2/7,96.95,97.2,97.2,96.92,1.01K,-0.0023,469.80999800000006,472.089996,467.57000700000003,471.76000999999997,471.76000999999997,"348,270,000",0.004150639637941254
2071,1994/2/8,97.3,96.81,97.44,96.85,3.17K,0.0036,471.76000999999997,472.329987,469.5,471.049988,471.049988,"318,180,000",-0.001505049145645009
2072,1994/2/9,97.09,97.3,97.3,96.9,2.40K,-0.0022,471.049988,473.410004,471.049988,472.76998899999995,472.76998899999995,"332,670,000",0.0036514192629593443
2073,1994/2/10,96.85,96.99,97.31,96.78,1.64K,-0.0025,472.80999800000006,473.130005,468.910004,468.92999299999997,468.92999299999997,"327,250,000",-0.008122334516457611
2074,1994/2/11,96.93,96.86,97.2,96.69,1.75K,0.0008,468.92999299999997,471.130005,466.89001500000006,470.17999299999997,470.17999299999997,"213,740,000",0.002665643099523387
2075,1994/2/14,95.01,96.57,96.73,94.93,7.13K,-0.0198,470.17999299999997,471.98999000000003,469.049988,470.23001100000005,470.23001100000005,"263,190,000",0.00010638053669816532
2076,1994/2/15,95.43,95.03,95.76,95.01,2.59K,0.0044,470.23001100000005,473.410004,470.23001100000005,472.51998899999995,472.51998899999995,"306,790,000",0.00486991035542371
2077,1994/2/16,95.34,95.61,95.65,95.08,2.06K,-0.0009,472.52999900000003,474.160004,471.94000199999994,472.790009,472.790009,"295,450,000",0.0005714467245533713
2078,1994/2/17,95.33,95.31,95.7,95.17,2.27K,-0.0001,472.790009,475.119995,468.44000199999994,470.339996,470.339996,"340,030,000",-0.005182032093237429
2079,1994/2/18,94.68,95.05,95.27,94.68,2.50K,-0.0068,470.290009,471.089996,466.07000700000003,467.69000199999994,467.69000199999994,"293,210,000",-0.005634209343319485
2080,1994/2/22,95.41,95.67,95.72,95.25,1.57K,0.0077,467.69000199999994,471.64999400000005,467.579987,471.459991,471.459991,"270,900,000",0.008060871482987286
2081,1994/2/23,95.51,95.29,95.7,95.25,1.34K,0.001,471.48001100000005,472.410004,469.47000099999997,470.69000199999994,470.69000199999994,"309,910,000",-0.0016332011511026954
2082,1994/2/24,95.19,95.55,96.12,94.95,2.04K,-0.0034,470.64999400000005,470.64999400000005,464.26000999999997,464.26000999999997,464.26000999999997,"342,940,000",-0.013660778798526447
2083,1994/2/25,94.86,95.12,95.24,94.53,1.71K,-0.0035,464.329987,466.48001100000005,464.329987,466.07000700000003,466.07000700000003,"273,680,000",0.003898670919341226
2084,1994/2/28,94.67,94.84,95.1,94.43,2.13K,-0.002,466.07000700000003,469.160004,466.07000700000003,467.14001500000006,467.14001500000006,"268,690,000",0.0022958096078472385
2085,1994/3/1,94.84,94.7,95.15,94.42,1.28K,0.0018,467.19000199999994,467.42999299999997,462.01998899999995,464.44000199999994,464.44000199999994,"304,450,000",-0.005779879507860456
2086,1994/3/2,94.6,94.92,94.95,94.18,1.42K,-0.0025,464.39999400000005,464.869995,457.48999000000003,464.80999800000006,464.80999800000006,"361,130,000",0.0007966497252752324
2087,1994/3/3,94.6,94.78,94.92,94.5,1.13K,0.0,464.80999800000006,464.829987,462.5,463.01000999999997,463.01000999999997,"291,790,000",-0.0038725242738864196
2088,1994/3/4,95.25,94.75,95.46,94.74,2.67K,0.0069,463.02999900000003,466.160004,462.410004,464.73999000000003,464.73999000000003,"311,850,000",0.0037363771033806998
2089,1994/3/7,95.26,95.27,95.45,95.09,2.46K,0.0001,464.73999000000003,468.07000700000003,464.73999000000003,466.910004,466.910004,"285,590,000",0.004669307670295342
2090,1994/3/8,95.11,95.24,95.28,95.02,1.60K,-0.0016,466.920013,467.790009,465.01998899999995,465.880005,465.880005,"298,110,000",-0.002205990428939347
2091,1994/3/9,94.85,94.89,95.0,94.78,1.75K,-0.0027,465.94000199999994,467.420013,463.39999400000005,467.05999800000006,467.05999800000006,"309,810,000",0.002532826022443443
2092,1994/3/10,93.75,94.34,94.46,93.64,0.77K,-0.0116,467.079987,467.290009,462.459991,463.89999400000005,463.89999400000005,"369,370,000",-0.006765734624098582
2093,1994/3/11,93.91,93.93,94.0,93.5,0.39K,0.0017,463.85998499999994,466.60998499999994,462.540009,466.44000199999994,466.44000199999994,"303,890,000",0.005475335272368825
2094,1994/3/14,94.26,94.19,94.4,94.12,0.41K,0.0037,466.44000199999994,467.60000599999995,466.079987,467.39001500000006,467.39001500000006,"260,150,000",0.002036731403667489
2095,1994/3/15,94.58,94.25,94.7,94.27,0.18K,0.0034,467.39001500000006,468.98999000000003,466.040009,467.01000999999997,467.01000999999997,"303,750,000",-0.0008130361963340113
2096,1994/3/16,94.24,94.51,94.53,94.18,0.17K,-0.0036,467.040009,469.85000599999995,465.48001100000005,469.420013,469.420013,"307,640,000",0.0051604953821011625
2097,1994/3/17,94.86,94.8,94.93,94.3,1.81K,0.0066,469.420013,471.049988,468.619995,470.89999400000005,470.89999400000005,"303,930,000",0.0031527863299685654
2098,1994/3/18,95.2,94.96,95.35,94.83,5.10K,0.0036,470.89001500000006,471.089996,467.829987,471.05999800000006,471.05999800000006,"462,240,000",0.0003397833978312068
2099,1994/3/21,94.95,95.35,95.52,94.89,1.79K,-0.0026,471.05999800000006,471.05999800000006,467.23001100000005,468.540009,468.540009,"247,380,000",-0.005349613660041806
2100,1994/3/22,94.8,94.85,95.04,94.42,3.36K,-0.0016,468.39999400000005,470.47000099999997,467.880005,468.799988,468.799988,"282,240,000",0.000554870437969337
2101,1994/3/23,94.62,94.82,95.01,94.58,2.29K,-0.0019,468.89001500000006,470.380005,468.51998899999995,468.540009,468.540009,"281,500,000",-0.0005545627275058443
2102,1994/3/24,94.11,94.6,94.84,93.95,1.43K,-0.0054,468.57000700000003,468.57000700000003,462.410004,464.35000599999995,464.35000599999995,"303,740,000",-0.008942679215255761
2103,1994/3/25,94.01,94.17,94.32,93.78,0.90K,-0.0011,464.35000599999995,465.290009,460.579987,460.579987,460.579987,"249,640,000",-0.008118916660463948
2104,1994/3/28,94.04,94.04,94.28,93.9,0.86K,0.0003,460.579987,461.119995,456.10000599999995,460.0,460.0,"287,350,000",-0.0012592535854147238
2105,1994/3/29,94.28,93.95,94.41,93.75,2.40K,0.0026,460.0,460.32000700000003,452.42999299999997,452.48001100000005,452.48001100000005,"305,360,000",-0.01634780217391294
2106,1994/3/30,93.99,94.09,94.35,93.91,1.16K,-0.0031,452.48001100000005,452.48999000000003,445.549988,445.549988,445.549988,"390,520,000",-0.015315644518051565
2107,1994/3/31,93.57,94.14,94.14,93.25,-,-0.0045,445.549988,447.160004,436.160004,445.76998899999995,445.76998899999995,"403,580,000",0.0004937740005055682
2108,1994/4/4,94.79,94.7,95.18,94.64,0.94K,0.013000000000000001,445.660004,445.660004,435.85998499999994,438.920013,438.920013,"344,390,000",-0.015366615449744802
2109,1994/4/5,95.8,94.91,95.88,94.74,4.69K,0.0107,439.14001500000006,448.290009,439.14001500000006,448.290009,448.290009,"365,990,000",0.021347844077458402
2110,1994/4/6,95.65,95.65,95.8,95.48,1.64K,-0.0016,448.290009,449.630005,444.98001100000005,448.049988,448.049988,"302,000,000",-0.0005354145646373593
2111,1994/4/7,95.56,95.63,95.83,95.28,2.24K,-0.0009,448.10998499999994,451.10000599999995,446.380005,450.880005,450.880005,"289,280,000",0.006316297457416734
2112,1994/4/8,95.51,95.65,95.65,95.2,1.42K,-0.0005,450.89001500000006,450.89001500000006,445.51000999999997,447.10000599999995,447.10000599999995,"264,090,000",-0.008383603083042089
2113,1994/4/11,95.19,95.15,95.4,94.9,1.01K,-0.0034,447.119995,450.339996,447.10000599999995,449.869995,449.869995,"243,180,000",0.006195457308940557
2114,1994/4/12,95.32,95.13,95.55,95.13,1.65K,0.0014,449.829987,450.799988,447.329987,447.57000700000003,447.57000700000003,"257,990,000",-0.005112561463451202
2115,1994/4/13,94.92,95.32,95.4,94.9,2.68K,-0.0042,447.630005,448.57000700000003,442.619995,446.26000999999997,446.26000999999997,"278,030,000",-0.0029269097113562093
2116,1994/4/14,95.13,94.95,95.4,94.9,1.10K,0.0022,446.26000999999997,447.549988,443.57000700000003,446.380005,446.380005,"275,130,000",0.0002688903269643569
2117,1994/4/15,95.25,95.21,95.46,95.04,0.98K,0.0013,446.380005,447.85000599999995,445.80999800000006,446.17999299999997,446.17999299999997,"309,550,000",-0.00044807562560965336
2118,1994/4/18,94.96,95.15,95.63,94.82,3.63K,-0.003,446.26998899999995,447.869995,441.48001100000005,442.459991,442.459991,"271,470,000",-0.00833744690116566
2119,1994/4/19,94.79,94.96,95.1,94.53,1.25K,-0.0018,442.540009,444.82000700000003,438.829987,442.540009,442.540009,"323,280,000",0.00018084798993723138
2120,1994/4/20,94.26,94.79,94.87,94.25,3.34K,-0.0056,442.540009,445.01000999999997,439.39999400000005,441.959991,441.959991,"366,540,000",-0.001310656637149378
2121,1994/4/21,94.28,94.09,94.5,93.96,1.67K,0.0002,441.959991,449.14001500000006,441.959991,448.73001100000005,448.73001100000005,"378,770,000",0.015318173902307018
2122,1994/4/22,94.22,94.15,94.54,94.1,1.25K,-0.0006,448.73001100000005,449.959991,447.160004,447.630005,447.630005,"295,710,000",-0.0024513760458068946
2123,1994/4/25,93.89,93.86,94.11,93.75,2.69K,-0.0035,447.64001500000006,452.709991,447.579987,452.709991,452.709991,"262,320,000",0.011348627087677064
2124,1994/4/26,93.55,94.0,94.0,93.48,2.21K,-0.0036,452.709991,452.790009,450.660004,451.869995,451.869995,"288,120,000",-0.0018554836798377289
2125,1994/4/28,92.61,93.36,93.5,92.6,3.00K,-0.01,451.839996,452.23001100000005,447.97000099999997,449.10000599999995,449.10000599999995,"325,200,000",-0.006130057385200065
2126,1994/4/29,92.26,92.67,92.92,91.83,2.51K,-0.0038,449.07000700000003,451.35000599999995,447.910004,450.910004,450.910004,"293,970,000",0.0040302782806020815
2127,1994/5/2,92.3,92.39,92.51,92.13,0.52K,0.0004,450.910004,453.57000700000003,449.049988,453.01998899999995,453.01998899999995,"296,130,000",0.004679392741971495
2128,1994/5/3,91.78,92.23,92.45,91.71,1.00K,-0.0056,453.05999800000006,453.98001100000005,450.51000999999997,453.02999900000003,453.02999900000003,"288,270,000",2.2096155231859637e-05
2129,1994/5/4,92.6,91.86,93.01,91.74,2.86K,0.0089,453.040009,453.10998499999994,449.869995,451.72000099999997,451.72000099999997,"267,940,000",-0.002891636321858818
2130,1994/5/5,93.17,92.65,93.47,92.6,0.83K,0.0062,451.72000099999997,452.82000700000003,450.72000099999997,451.380005,451.380005,"255,690,000",-0.0007526697937822441
2131,1994/5/6,92.87,93.3,93.6,92.85,1.34K,-0.0032,451.369995,451.369995,445.64001500000006,447.82000700000003,447.82000700000003,"291,910,000",-0.007886920024292947
2132,1994/5/9,92.63,93.04,93.07,92.53,0.95K,-0.0026,447.82000700000003,447.82000700000003,441.839996,442.32000700000003,442.32000700000003,"250,870,000",-0.01228172014208378
2133,1994/5/10,93.65,92.73,93.73,92.73,2.11K,0.011000000000000001,442.369995,446.839996,442.369995,446.01000999999997,446.01000999999997,"297,660,000",0.0083423832103528
2134,1994/5/11,93.49,93.58,93.95,93.19,1.83K,-0.0017,446.02999900000003,446.02999900000003,440.77999900000003,441.48999000000003,441.48999000000003,"277,400,000",-0.010134346536302923
2135,1994/5/12,93.22,93.29,93.65,93.13,1.33K,-0.0029,441.5,444.799988,441.5,443.75,443.75,"272,770,000",0.005119051510091917
2136,1994/5/13,93.4,93.13,93.65,93.1,0.83K,0.0019,443.619995,444.72000099999997,441.209991,444.14001500000006,444.14001500000006,"252,070,000",0.0008789070422536612
2137,1994/5/16,93.57,93.56,93.65,93.39,0.65K,0.0018,444.14999400000005,445.82000700000003,443.619995,444.48999000000003,444.48999000000003,"234,700,000",0.0007879834920975812
2138,1994/5/17,93.51,93.52,93.53,92.94,3.12K,-0.0006,444.48999000000003,449.369995,443.700012,449.369995,449.369995,"311,280,000",0.010978886161193377
2139,1994/5/18,92.57,93.57,93.57,92.46,2.66K,-0.0101,449.39001500000006,454.450012,448.869995,453.69000199999994,453.69000199999994,"337,670,000",0.00961347452670915
2140,1994/5/19,92.68,92.64,92.77,92.45,1.52K,0.0012,453.69000199999994,456.880005,453.0,456.48001100000005,456.48001100000005,"303,680,000",0.006149593307546839
2141,1994/5/20,92.3,92.67,92.7,92.25,0.66K,-0.0041,456.48001100000005,456.48001100000005,454.22000099999997,454.920013,454.920013,"295,180,000",-0.003417450846495147
2142,1994/5/23,92.34,92.41,92.68,92.13,2.56K,0.0004,454.920013,454.920013,451.790009,453.200012,453.200012,"249,420,000",-0.0037808866412741616
2143,1994/5/24,92.88,92.4,92.9,92.4,2.13K,0.0058,453.209991,456.76998899999995,453.209991,454.80999800000006,454.80999800000006,"280,040,000",0.0035524844602167595
2144,1994/5/25,92.55,92.83,92.9,92.38,1.96K,-0.0036,454.839996,456.339996,452.200012,456.339996,456.339996,"254,420,000",0.0033640377448340983
2145,1994/5/26,92.66,92.4,92.75,92.25,1.60K,0.0012,456.329987,457.76998899999995,455.790009,457.05999800000006,457.05999800000006,"255,740,000",0.0015777753567760453
2146,1994/5/27,92.35,92.57,92.76,92.32,2.17K,-0.0033,457.02999900000003,457.329987,454.670013,457.329987,457.329987,"186,430,000",0.0005907080059103153
2147,1994/5/31,92.56,92.4,92.7,92.26,0.98K,0.0023,457.32000700000003,457.60998499999994,455.160004,456.5,456.5,"216,700,000",-0.001814853658393533
2148,1994/6/1,92.51,92.56,92.56,92.3,1.53K,-0.0005,456.5,458.290009,453.98999000000003,457.630005,457.630005,"279,910,000",0.0024753669222343545
2149,1994/6/2,92.89,92.42,93.0,92.42,2.71K,0.0041,457.619995,458.5,457.26000999999997,457.64999400000005,457.64999400000005,"271,630,000",4.367939117118517e-05
2150,1994/6/3,93.48,92.81,93.6,92.85,3.45K,0.0064,457.64999400000005,460.85998499999994,456.26998899999995,460.130005,460.130005,"271,490,000",0.005419012416724588
2151,1994/6/6,93.45,93.53,93.64,93.25,1.27K,-0.0003,460.130005,461.869995,458.85000599999995,458.880005,458.880005,"259,080,000",-0.0027166235333859613
2152,1994/6/7,93.1,93.29,93.4,92.95,1.20K,-0.0037,458.880005,459.459991,457.64999400000005,458.209991,458.209991,"234,680,000",-0.0014601072016637128
2153,1994/6/8,93.22,93.06,93.34,93.06,1.37K,0.0013,458.209991,459.73999000000003,455.42999299999997,457.05999800000006,457.05999800000006,"256,000,000",-0.0025097510368339787
2154,1994/6/9,93.08,93.11,93.43,93.03,0.86K,-0.0015,457.05999800000006,457.869995,455.85998499999994,457.85998499999994,457.85998499999994,"252,870,000",0.0017502888100040502
2155,1994/6/10,92.99,93.03,93.12,92.87,1.26K,-0.001,457.85998499999994,459.48001100000005,457.35998499999994,458.670013,458.670013,"222,480,000",0.0017691609368310388
2156,1994/6/13,92.16,92.89,92.75,92.1,0.94K,-0.0089,458.670013,459.35998499999994,457.17999299999997,459.10000599999995,459.10000599999995,"243,640,000",0.0009374778987349401
2157,1994/6/14,92.14,92.14,92.22,92.05,0.11K,-0.0002,459.10000599999995,462.51998899999995,459.10000599999995,462.369995,462.369995,"288,550,000",0.0071226071820179124
2158,1994/6/15,91.84,92.23,91.95,91.8,0.09K,-0.0033,462.380005,463.23001100000005,459.950012,460.60998499999994,460.60998499999994,"269,740,000",-0.003806497002471104
2159,1994/6/16,92.14,92.23,92.27,91.92,0.62K,0.0033,460.60998499999994,461.92999299999997,459.799988,461.92999299999997,461.92999299999997,"256,390,000",0.002865782425450525
2160,1994/6/17,91.14,92.17,92.41,91.03,3.92K,-0.0109,461.92999299999997,462.160004,458.44000199999994,458.450012,458.450012,"373,450,000",-0.007533567970763814
2161,1994/6/20,90.78,91.19,91.25,90.66,2.27K,-0.0039,458.450012,458.450012,454.459991,455.48001100000005,455.48001100000005,"229,520,000",-0.006478352976899841
2162,1994/6/21,90.2,90.9,91.09,89.98,1.54K,-0.0064,455.48001100000005,455.48001100000005,449.450012,451.339996,451.339996,"298,730,000",-0.009089345086540059
2163,1994/6/22,90.75,90.42,91.05,90.38,2.27K,0.0061,451.39999400000005,453.910004,451.39999400000005,453.089996,453.089996,"251,110,000",0.00387734305736113
2164,1994/6/23,90.69,90.95,91.0,90.54,1.03K,-0.0007,453.089996,454.160004,449.42999299999997,449.630005,449.630005,"256,480,000",-0.007636432122857999
2165,1994/6/24,89.94,90.45,91.25,89.67,3.50K,-0.0083,449.630005,449.630005,442.51000999999997,442.799988,442.799988,"261,260,000",-0.015190305193266624
2166,1994/6/27,89.96,89.62,89.98,89.32,1.38K,0.0002,442.77999900000003,447.76000999999997,439.829987,447.30999800000006,447.30999800000006,"250,080,000",0.010185208044766431
2167,1994/6/28,89.65,89.88,90.26,89.5,0.86K,-0.0034,447.35998499999994,448.47000099999997,443.079987,446.07000700000003,446.07000700000003,"267,740,000",-0.002772106605137924
2168,1994/6/29,89.72,89.55,90.0,89.36,2.32K,0.0008,446.049988,449.829987,446.040009,447.630005,447.630005,"264,430,000",0.0034972044197536696
2169,1994/6/30,89.81,89.83,90.3,89.63,1.24K,0.001,447.630005,448.60998499999994,443.660004,444.26998899999995,444.26998899999995,"293,410,000",-0.007506234976361851
2170,1994/7/1,90.15,89.71,90.84,89.75,1.14K,0.0038,444.26998899999995,446.450012,443.579987,446.200012,446.200012,"199,030,000",0.004344256978384517
2171,1994/7/5,89.76,90.22,90.37,89.75,1.42K,-0.0043,446.200012,447.619995,445.14001500000006,446.369995,446.369995,"195,410,000",0.0003809569597232597
2172,1994/7/6,89.55,89.6,89.88,89.05,1.32K,-0.0023,446.290009,447.27999900000003,444.17999299999997,446.130005,446.130005,"236,230,000",-0.0005376481454584203
2173,1994/7/7,89.59,89.69,90.1,89.45,3.34K,0.0004,446.14999400000005,448.64001500000006,446.14999400000005,448.380005,448.380005,"259,740,000",0.0050433729513440825
2174,1994/7/8,89.05,89.5,89.81,88.81,1.36K,-0.006,448.380005,449.75,446.52999900000003,449.549988,449.549988,"236,520,000",0.0026093558743771413
2175,1994/7/11,87.48,88.69,88.86,87.05,2.44K,-0.0176,449.55999800000006,450.23999000000003,445.26998899999995,448.05999800000006,448.05999800000006,"222,970,000",-0.0033144033806534563
2176,1994/7/12,87.47,87.48,87.6,86.85,1.55K,-0.0001,448.01998899999995,448.160004,444.64999400000005,447.950012,447.950012,"252,250,000",-0.0002454715897223411
2177,1994/7/13,87.82,87.54,87.9,87.19,2.24K,0.004,448.02999900000003,450.05999800000006,447.97000099999997,448.73001100000005,448.73001100000005,"265,840,000",0.001741263487230428
2178,1994/7/14,88.65,87.91,88.73,87.72,2.59K,0.0095,448.73001100000005,454.329987,448.73001100000005,453.410004,453.410004,"322,330,000",0.010429418325666583
2179,1994/7/15,88.48,88.5,88.88,88.3,1.12K,-0.0019,453.27999900000003,454.329987,452.799988,454.160004,454.160004,"275,860,000",0.001654132007197618
2180,1994/7/18,88.29,88.13,88.48,88.05,1.33K,-0.0021,454.410004,455.709991,453.26000999999997,455.22000099999997,455.22000099999997,"227,460,000",0.002333972588215745
2181,1994/7/19,89.22,88.34,89.35,88.3,3.75K,0.0105,455.22000099999997,455.299988,453.85998499999994,453.85998499999994,453.85998499999994,"251,530,000",-0.00298760159266383
2182,1994/7/20,89.19,89.22,89.75,88.75,3.36K,-0.0003,453.89001500000006,454.160004,450.69000199999994,451.60000599999995,451.60000599999995,"267,840,000",-0.004979462994517984
2183,1994/7/21,90.16,88.98,90.46,88.66,7.49K,0.0109,451.60000599999995,453.22000099999997,451.0,452.60998499999994,452.60998499999994,"292,120,000",0.002236445940171195
2184,1994/7/22,90.45,90.22,90.66,89.94,1.52K,0.0032,452.60998499999994,454.02999900000003,452.329987,453.10998499999994,453.10998499999994,"261,600,000",0.0011047038655145889
2185,1994/7/25,90.04,90.02,90.12,89.75,1.97K,-0.0045,453.10000599999995,454.32000700000003,452.76000999999997,454.25,454.25,"213,470,000",0.0025159785432670666
2186,1994/7/26,89.87,89.93,90.17,89.8,1.49K,-0.0019,454.25,454.25,452.77999900000003,453.35998499999994,453.35998499999994,"232,670,000",-0.0019593065492571537
2187,1994/7/27,89.58,89.73,89.86,89.4,2.87K,-0.0032,453.35998499999994,453.380005,451.35998499999994,452.57000700000003,452.57000700000003,"251,680,000",-0.001742496087297836
2188,1994/7/28,90.39,89.54,90.5,89.16,3.22K,0.009000000000000001,452.57000700000003,454.92999299999997,452.299988,454.23999000000003,454.23999000000003,"245,990,000",0.003689999280045091
2189,1994/7/29,90.09,90.26,90.63,89.8,2.27K,-0.0033,454.25,459.329987,454.25,458.26000999999997,458.26000999999997,"269,560,000",0.008849991388913007
2190,1994/8/1,89.72,89.38,89.8,89.35,1.05K,-0.0041,458.27999900000003,461.01000999999997,458.079987,461.01000999999997,461.01000999999997,"258,180,000",0.006000960022673592
2191,1994/8/2,90.08,89.75,90.15,89.71,2.96K,0.004,461.01000999999997,462.76998899999995,459.700012,460.55999800000006,460.55999800000006,"294,740,000",-0.0009761436633445368
2192,1994/8/3,89.62,89.95,90.15,89.56,1.66K,-0.0051,460.64999400000005,461.459991,459.51000999999997,461.450012,461.450012,"283,840,000",0.0019324604912820736
2193,1994/8/4,90.24,89.5,90.38,89.52,3.51K,0.0069,461.450012,461.48999000000003,458.39999400000005,458.39999400000005,458.39999400000005,"289,150,000",-0.006609639008959362
2194,1994/8/5,89.82,90.15,90.5,89.66,2.68K,-0.0047,458.339996,458.339996,456.079987,457.089996,457.089996,"230,270,000",-0.002857761817510111
2195,1994/8/8,90.11,89.65,90.23,89.61,2.30K,0.0032,457.079987,458.299988,457.01000999999997,457.89001500000006,457.89001500000006,"217,680,000",0.0017502439497714957
2196,1994/8/9,89.99,89.98,90.3,89.95,0.81K,-0.0013,457.89001500000006,458.160004,456.660004,457.920013,457.920013,"259,140,000",6.551354914328263e-05
2197,1994/8/10,90.1,89.89,90.2,89.65,3.09K,0.0012,457.98001100000005,460.48001100000005,457.98001100000005,460.299988,460.299988,"279,500,000",0.005197359653289497
2198,1994/8/11,89.26,90.19,90.49,89.0,5.07K,-0.0093,460.30999800000006,461.410004,456.880005,458.880005,458.880005,"275,690,000",-0.003084907749334988
2199,1994/8/12,89.07,89.18,89.41,88.83,2.70K,-0.0021,458.880005,462.26998899999995,458.880005,461.94000199999994,461.94000199999994,"249,280,000",0.006668403431524442
2200,1994/8/15,89.0,88.99,89.09,88.86,1.59K,-0.0008,461.97000099999997,463.339996,461.209991,461.23001100000005,461.23001100000005,"223,210,000",-0.0015369766569812862
2201,1994/8/16,89.21,89.1,89.85,88.5,2.84K,0.0024,461.22000099999997,465.200012,459.89001500000006,465.01000999999997,465.01000999999997,"306,640,000",0.008195474947097313
2202,1994/8/17,89.02,89.45,89.53,88.92,1.89K,-0.0021,465.10998499999994,465.910004,464.57000700000003,465.170013,465.170013,"309,250,000",0.0003440850660397987
2203,1994/8/18,88.31,88.9,88.97,88.28,1.70K,-0.008,465.10000599999995,465.10000599999995,462.299988,463.170013,463.170013,"287,330,000",-0.004299503287199212
2204,1994/8/19,88.12,88.43,88.45,87.97,2.65K,-0.0022,463.25,464.369995,461.80999800000006,463.67999299999997,463.67999299999997,"276,630,000",0.0011010643730944313
2205,1994/8/22,87.49,88.23,88.25,87.47,3.58K,-0.0071,463.60998499999994,463.60998499999994,461.459991,462.32000700000003,462.32000700000003,"235,870,000",-0.002933027131925305
2206,1994/8/23,87.85,87.6,88.15,87.56,1.94K,0.0041,462.39001500000006,466.579987,462.39001500000006,464.51000999999997,464.51000999999997,"307,240,000",0.004736985133329809
2207,1994/8/24,88.3,87.7,88.39,87.7,2.27K,0.0051,464.51000999999997,469.049988,464.51000999999997,469.02999900000003,469.02999900000003,"310,510,000",0.009730660056174175
2208,1994/8/25,88.22,88.37,88.6,88.17,0.82K,-0.0009,469.07000700000003,470.119995,467.64001500000006,468.079987,468.079987,"284,230,000",-0.0020254823828443754
2209,1994/8/26,89.7,88.19,89.93,88.21,4.52K,0.0168,468.079987,474.64999400000005,468.079987,473.799988,473.799988,"305,120,000",0.01222013578632228
2210,1994/8/29,89.67,89.77,90.45,89.58,1.64K,-0.0003,473.89001500000006,477.14001500000006,473.89001500000006,474.589996,474.589996,"266,080,000",0.001667387125387602
2211,1994/8/30,89.52,89.68,89.91,89.43,0.71K,-0.0017,474.589996,476.60998499999994,473.55999800000006,476.07000700000003,476.07000700000003,"294,520,000",0.0031185044195496427
2212,1994/8/31,89.74,89.4,89.9,89.51,0.73K,0.0025,476.07000700000003,477.589996,474.42999299999997,475.48999000000003,475.48999000000003,"354,650,000",-0.0012183439231028851
2213,1994/9/1,89.4,89.8,89.8,89.16,2.54K,-0.0038,475.48999000000003,475.48999000000003,471.73999000000003,473.170013,473.170013,"282,830,000",-0.004879129001222615
2214,1994/9/2,88.63,89.28,89.79,88.53,1.81K,-0.0086,473.200012,474.89001500000006,470.670013,470.98999000000003,470.98999000000003,"216,150,000",-0.004607272101159016
